user_id,total_orders,total_returns,return_ratio,order_value,account_age_dats,acc_creation_date,days_since_last_return,return_last_7_days,product_category,return_reason,is_high_value,risk_score,is_fraud
51,25,0,0.0,1795,2026-03-24 14:46:15.867301,20,0,4,Toys_&_kids,size_issue,0,1.0,1
52,86,0,0.0,1920,2024-09-21 14:46:15.867659,569,72,0,Toys_&_kids,damaged,0,0.0,0
53,13,0,0.0,2338,2026-03-07 14:46:15.867988,37,53,2,home,not_needed,0,0.0,0
54,24,0,0.0,3806,2024-07-24 14:46:15.868337,628,46,4,home,wrong_item,0,0.32727429511735395,1
55,26,11,0.4230769230769231,2804,2025-11-14 14:46:15.868606,150,51,0,Toys_&_kids,damaged,0,0.0,0
56,29,1,0.034482758620689655,771,2024-08-26 14:46:15.868738,595,55,0,fitness_&_sports,not_needed,0,0.0,0
57,7,2,0.2857142857142857,1758,2025-07-26 14:46:15.868857,261,22,2,Toys_&_kids,size_issue,0,0.0,0
58,12,0,0.0,913,2024-05-31 14:46:15.868974,682,31,1,fitness_&_sports,damaged,0,0.0,0
59,1,0,0.0,2326,2025-08-17 14:46:15.869104,239,89,1,electronics,not_needed,0,0.0,0
60,2,1,0.5,1979,2025-09-28 14:46:15.869224,197,62,4,beauty_&_self_care,wrong_item,0,0.4073181291974665,0
61,42,39,0.9285714285714286,1227,2025-08-28 14:46:15.869345,228,6,2,Toys_&_kids,wrong_item,0,0.45963404557959464,1
62,22,9,0.4090909090909091,828,2026-01-19 14:46:15.869467,84,38,0,fitness_&_sports,size_issue,0,0.0,0
63,31,1,0.03225806451612903,2004,2025-09-29 14:46:15.869580,196,7,0,beauty_&_self_care,wrong_item,0,0.0,0
64,68,0,0.0,1328,2025-07-06 14:46:15.869688,281,69,4,beauty_&_self_care,not_needed,0,0.3373134048102611,1
65,68,63,0.9264705882352942,963,2026-03-18 14:46:15.869834,26,35,1,beauty_&_self_care,size_issue,0,0.7762786852051805,0
66,38,7,0.18421052631578946,1457,2024-11-13 14:46:15.869956,516,25,2,fashion,not_needed,0,0.0,0
67,39,1,0.02564102564102564,2315,2025-08-29 14:46:15.870066,227,37,4,Toys_&_kids,wrong_item,0,0.4864028684513868,1
68,13,8,0.6153846153846154,1351,2025-10-13 14:46:15.870183,182,1,4,fitness_&_sports,damaged,0,1.0,1
69,79,0,0.0,2059,2024-10-27 14:46:15.870308,533,74,0,fashion,size_issue,0,0.0,0
70,38,23,0.6052631578947368,1541,2026-03-29 14:46:15.870424,15,13,3,fitness_&_sports,wrong_item,0,0.8041722511626839,1
71,14,2,0.14285714285714285,1541,2024-11-20 14:46:15.870543,509,37,0,electronics,damaged,0,0.0,0
72,22,0,0.0,863,2026-03-23 14:46:15.870676,21,50,2,beauty_&_self_care,wrong_item,0,0.37572582307468766,0
73,25,0,0.0,3203,2021-04-17 14:46:15.870791,1822,26,0,Toys_&_kids,size_issue,0,0.0,0
74,62,0,0.0,5589,2025-12-08 14:46:15.870903,126,46,3,fitness_&_sports,size_issue,1,0.12998348546975474,0
75,38,0,0.0,1133,2025-06-09 14:46:15.871018,308,25,2,home,damaged,0,0.0,0
76,12,9,0.75,1978,2026-01-25 14:46:15.871151,78,11,1,electronics,damaged,0,0.30543305514625213,0
77,24,23,0.9583333333333334,6780,2025-04-20 14:46:15.871290,358,91,1,electronics,not_needed,1,0.44404571285699806,0
78,3,5,1.6666666666666667,975,2026-01-22 14:46:15.871424,81,86,0,home,size_issue,0,0.48236831813827763,1
79,6,0,0.0,1043,2025-01-02 14:46:15.871541,466,24,1,home,not_needed,0,0.0,0
80,40,34,0.85,469,2025-10-14 14:46:15.871652,181,53,0,electronics,damaged,0,0.5341487122638262,1
81,7,0,0.0,1759,2025-09-07 14:46:15.871770,218,19,3,fitness_&_sports,size_issue,0,0.0,0
82,2,0,0.0,882,2025-02-21 14:46:15.871899,416,31,4,home,not_needed,0,0.3588089358441943,0
83,22,0,0.0,3761,2025-09-28 14:46:15.872015,197,62,3,electronics,size_issue,0,0.0,0
84,14,5,0.35714285714285715,3331,2026-01-08 14:46:15.872125,95,86,3,home,size_issue,0,0.0,0
85,27,0,0.0,609,2025-12-09 14:46:15.872238,125,96,3,fashion,wrong_item,0,0.0,0
86,58,0,0.0,775,2024-10-28 14:46:15.872348,532,53,4,fashion,wrong_item,0,0.4266481549821921,0
87,3,0,0.0,1152,2024-07-24 14:46:15.872486,628,1,0,fitness_&_sports,size_issue,0,0.16717317142996702,0
88,1,0,0.0,752,2024-10-27 14:46:15.872603,533,93,0,beauty_&_self_care,not_needed,0,0.0,0
89,60,0,0.0,1376,2025-09-24 14:46:15.872735,201,80,0,fashion,damaged,0,0.0,0
90,31,0,0.0,1994,2025-10-30 14:46:15.872869,165,97,4,Toys_&_kids,not_needed,0,0.4108356005031587,0
91,6,0,0.0,1108,2026-04-09 14:46:15.872988,4,30,2,fashion,size_issue,0,0.32661961267148953,0
92,54,0,0.0,2342,2025-11-08 14:46:15.873155,156,63,1,home,damaged,0,0.0,0
93,14,0,0.0,1257,2025-12-31 14:46:15.873377,103,38,2,Toys_&_kids,not_needed,0,0.0,0
94,4,3,0.75,1803,2025-09-26 14:46:15.873536,199,98,3,fitness_&_sports,wrong_item,0,0.4002731672450882,0
95,2,0,0.0,1300,2025-03-18 14:46:15.873766,391,41,0,home,wrong_item,0,0.0,0
96,102,0,0.0,1741,2026-04-11 14:46:15.874012,2,43,2,beauty_&_self_care,not_needed,0,0.3916341586007861,0
97,42,0,0.0,2465,2025-03-22 14:46:15.874238,387,24,1,electronics,size_issue,0,0.0,0
98,86,50,0.5813953488372093,2722,2026-03-31 14:46:15.874379,13,22,1,Toys_&_kids,wrong_item,0,0.339484053449368,1
99,106,3,0.02830188679245283,1933,2023-11-28 14:46:15.874556,867,38,2,fashion,wrong_item,0,0.0,0
100,27,0,0.0,510,2026-01-24 14:46:15.874764,79,2,4,beauty_&_self_care,wrong_item,0,0.5709563260411895,0
101,29,0,0.0,3460,2024-06-30 14:46:15.875051,652,65,2,fashion,not_needed,0,0.0,0
102,22,21,0.9545454545454546,1401,2023-12-25 14:46:15.875314,840,28,0,electronics,size_issue,0,0.5621031342559015,0
103,16,0,0.0,522,2025-10-30 14:46:15.875703,165,2,4,Toys_&_kids,size_issue,0,0.5167094224220143,1
104,1,0,0.0,2957,2022-09-01 14:46:15.876031,1320,87,3,Toys_&_kids,size_issue,0,0.0,0
105,5,0,0.0,1624,2022-05-25 14:46:15.876243,1419,92,4,home,damaged,0,0.3240677524069992,1
106,1,0,0.0,6316,2023-09-10 14:46:15.876467,946,4,0,electronics,damaged,1,0.15204667359030546,0
107,168,0,0.0,2286,2024-05-29 14:46:15.876740,684,88,0,beauty_&_self_care,not_needed,0,0.0,0
108,14,0,0.0,2372,2026-01-07 14:46:15.877059,96,75,1,fitness_&_sports,wrong_item,0,0.0,0
109,13,6,0.46153846153846156,3108,2026-01-12 14:46:15.877357,91,69,4,beauty_&_self_care,size_issue,0,0.43665175273191914,1
110,20,0,0.0,3139,2025-09-28 14:46:15.877667,197,66,1,electronics,not_needed,0,0.0,0
111,8,0,0.0,1931,2026-02-20 14:46:15.877818,52,44,0,fitness_&_sports,not_needed,0,0.0,0
112,6,0,0.0,1502,2024-07-11 14:46:15.877935,641,30,1,Toys_&_kids,wrong_item,0,0.0,0
113,53,0,0.0,1191,2025-09-12 14:46:15.878093,213,12,2,electronics,damaged,0,0.0,0
114,30,0,0.0,3272,2025-08-23 14:46:15.878207,233,82,1,beauty_&_self_care,size_issue,0,0.0,0
115,46,44,0.9565217391304348,1606,2026-02-14 14:46:15.878321,58,63,0,beauty_&_self_care,not_needed,0,0.5125716013807888,1
116,2,11,5.5,2172,2024-09-15 14:46:15.878442,575,35,2,fitness_&_sports,wrong_item,0,0.5464538842222323,1
117,8,0,0.0,1390,2026-04-12 14:46:15.878590,1,3,0,home,damaged,0,0.3708419548923132,0
118,10,0,0.0,1617,2024-10-10 14:46:15.878732,550,21,2,fitness_&_sports,wrong_item,0,0.0,0
119,15,0,0.0,1018,2026-01-06 14:46:15.878846,97,57,3,Toys_&_kids,wrong_item,0,0.0,0
120,60,0,0.0,2146,2025-04-01 14:46:15.878960,377,79,2,home,not_needed,0,0.0,0
121,47,0,0.0,2271,2025-12-29 14:46:15.879104,105,2,3,Toys_&_kids,wrong_item,0,0.19630447030251003,1
122,34,0,0.0,2752,2025-10-26 14:46:15.879223,169,59,4,home,size_issue,0,0.3910440298163602,1
123,14,0,0.0,1304,2025-09-28 14:46:15.879341,197,10,4,electronics,damaged,0,0.4905297276077434,0
124,41,0,0.0,2350,2026-02-24 14:46:15.879457,48,31,3,fashion,size_issue,0,0.0,0
125,64,46,0.71875,4406,2026-03-18 14:46:15.879583,26,65,1,Toys_&_kids,not_needed,1,0.9137025750335008,1
126,36,8,0.2222222222222222,3403,2026-04-03 14:46:15.879707,10,75,1,home,wrong_item,0,0.21602296927693504,0
127,50,47,0.94,2391,2025-10-14 14:46:15.879837,181,13,2,fashion,not_needed,0,0.4779835944930536,0
128,28,7,0.25,1786,2025-12-14 14:46:15.879951,120,92,4,fashion,not_needed,0,0.4438403556544528,1
129,110,104,0.9454545454545454,5277,2025-06-01 14:46:15.880090,316,92,0,beauty_&_self_care,damaged,1,0.8059155655757757,1
130,12,17,1.4166666666666667,828,2025-11-24 14:46:15.880213,140,48,2,fitness_&_sports,not_needed,0,0.44600068242741087,0
131,16,8,0.5,4919,2026-01-05 14:46:15.880337,98,17,4,electronics,wrong_item,1,0.6362620780242345,1
132,13,0,0.0,4044,2025-09-09 14:46:15.880475,216,40,3,electronics,size_issue,1,0.21859017028698546,1
133,104,41,0.3942307692307692,794,2026-01-13 14:46:15.880592,90,39,3,beauty_&_self_care,damaged,0,0.0,0
134,64,9,0.140625,830,2025-10-19 14:46:15.880704,176,75,0,home,size_issue,0,0.0,0
135,5,1,0.2,1459,2026-04-01 14:46:15.880816,12,36,0,electronics,size_issue,0,0.36113403059001065,0
136,6,0,0.0,1693,2026-03-08 14:46:15.880933,36,72,4,fitness_&_sports,wrong_item,0,0.3632312209953501,0
137,4,0,0.0,1077,2022-09-26 14:46:15.881067,1295,97,0,fashion,damaged,0,0.0,0
138,21,0,0.0,1130,2025-09-23 14:46:15.881233,202,44,3,fashion,damaged,0,0.0,0
139,17,0,0.0,2495,2024-08-13 14:46:15.881392,608,64,1,home,not_needed,0,0.0,0
140,53,28,0.5283018867924528,1055,2024-08-21 14:46:15.881547,600,88,3,Toys_&_kids,damaged,0,0.0,0
141,12,4,0.3333333333333333,2525,2026-02-19 14:46:15.881698,53,32,0,electronics,size_issue,0,0.0,0
142,10,0,0.0,2437,2026-03-09 14:46:15.881846,35,3,2,electronics,wrong_item,0,0.0,0
143,3,0,0.0,2567,2025-08-20 14:46:15.881981,236,64,3,fashion,wrong_item,0,0.0,0
144,23,0,0.0,998,2025-07-14 14:46:15.882134,273,43,1,Toys_&_kids,not_needed,0,0.0,0
145,23,0,0.0,2113,2023-10-18 14:46:15.882270,908,92,1,electronics,size_issue,0,0.0,0
146,8,0,0.0,1977,2025-09-30 14:46:15.882407,195,69,1,fitness_&_sports,wrong_item,0,0.0,0
147,2,0,0.0,4493,2023-09-27 14:46:15.882542,929,14,3,fitness_&_sports,damaged,1,0.1703245374479269,1
148,8,0,0.0,1194,2026-01-02 14:46:15.882683,101,27,2,Toys_&_kids,not_needed,0,0.0,0
149,51,29,0.5686274509803921,1962,2025-09-03 14:46:15.882822,222,38,4,electronics,not_needed,0,0.3370456893094819,0
150,2,1,0.5,6457,2024-11-21 14:46:15.882964,508,46,2,fashion,damaged,1,0.22932118268457202,1
151,70,0,0.0,2222,2025-01-27 14:46:15.883107,441,36,3,fashion,size_issue,0,0.0,0
152,33,0,0.0,2482,2026-03-13 14:46:15.883242,31,68,0,fitness_&_sports,damaged,0,0.0,0
153,7,0,0.0,2223,2026-02-02 14:46:15.883379,70,77,4,fitness_&_sports,damaged,0,0.3993533717718339,0
154,35,0,0.0,2197,2025-11-08 14:46:15.883521,156,74,3,Toys_&_kids,not_needed,0,0.0,0
155,9,0,0.0,3301,2025-06-06 14:46:15.883657,311,96,2,Toys_&_kids,damaged,0,0.0,0
156,53,0,0.0,1045,2025-05-15 14:46:15.883945,333,20,1,fashion,wrong_item,0,0.0,0
157,14,0,0.0,2608,2025-11-28 14:46:15.884217,136,29,3,Toys_&_kids,size_issue,0,0.0,0
158,30,27,0.9,562,2025-02-15 14:46:15.884419,422,11,0,beauty_&_self_care,wrong_item,0,0.3457248039991252,0
159,23,14,0.6086956521739131,1408,2024-10-06 14:46:15.884588,554,81,0,fitness_&_sports,size_issue,0,0.4520515295461448,1
160,3,0,0.0,1863,2026-01-25 14:46:15.884754,78,1,2,home,size_issue,0,0.15594070769429585,0
161,5,0,0.0,808,2025-01-05 14:46:15.884921,463,11,0,fashion,not_needed,0,0.0,0
162,63,0,0.0,1375,2024-08-13 14:46:15.885077,608,6,3,home,not_needed,0,0.0,0
163,94,0,0.0,2952,2025-07-31 14:46:15.885208,256,24,4,Toys_&_kids,damaged,0,0.48455143810267887,0
164,43,0,0.0,1212,2026-02-14 14:46:15.885371,58,5,0,fitness_&_sports,not_needed,0,0.0,0
165,2,0,0.0,2155,2025-01-18 14:46:15.885547,450,12,3,fashion,damaged,0,0.0,0
166,7,0,0.0,929,2025-06-27 14:46:15.885696,290,30,2,electronics,not_needed,0,0.0,0
167,28,0,0.0,2078,2025-12-28 14:46:15.885868,106,98,4,electronics,size_issue,0,0.36065502951351913,1
168,1,0,0.0,2321,2025-09-11 14:46:15.886032,214,51,4,fashion,wrong_item,0,0.45841872675210865,1
169,13,0,0.0,5677,2025-09-01 14:46:15.886175,224,85,4,Toys_&_kids,wrong_item,1,0.5794996299630171,1
170,42,0,0.0,2226,2026-02-27 14:46:15.886323,45,12,4,fitness_&_sports,not_needed,0,0.3129233359688172,1
171,9,0,0.0,3096,2025-06-05 14:46:15.886467,312,54,4,fashion,not_needed,0,0.3300097329387968,1
172,19,0,0.0,2091,2025-11-22 14:46:15.886609,142,41,4,electronics,damaged,0,0.4617766923272656,1
173,79,0,0.0,1254,2026-01-15 14:46:15.886755,88,74,1,home,not_needed,0,0.0,0
174,2,0,0.0,1336,2025-09-05 14:46:15.886890,220,43,0,electronics,wrong_item,0,0.0,0
175,2,0,0.0,1740,2026-04-09 14:46:15.887026,4,57,3,home,size_issue,0,0.3549307062362364,0
176,5,0,0.0,2449,2026-03-12 14:46:15.887167,32,7,1,fashion,wrong_item,0,0.0,0
177,28,0,0.0,3482,2025-01-20 14:46:15.887304,448,61,1,fashion,damaged,0,0.0,0
178,3,0,0.0,2028,2025-09-25 14:46:15.887438,200,31,3,electronics,damaged,0,0.0,0
179,14,0,0.0,1148,2026-02-18 14:46:15.887573,54,84,3,home,not_needed,0,0.0,0
180,33,0,0.0,971,2025-12-19 14:46:15.887706,115,46,1,Toys_&_kids,size_issue,0,0.0,0
181,5,0,0.0,2447,2026-03-27 14:46:15.887855,17,88,3,fitness_&_sports,damaged,0,0.23296296314588744,1
182,51,0,0.0,3785,2026-01-30 14:46:15.887999,73,43,4,electronics,size_issue,0,0.4223881010674662,1
183,2,0,0.0,1411,2025-07-28 14:46:15.888142,259,7,1,fashion,size_issue,0,0.0,0
184,63,0,0.0,3133,2026-01-05 14:46:15.888278,98,97,2,Toys_&_kids,wrong_item,0,0.0,0
185,14,10,0.7142857142857143,1177,2025-08-23 14:46:15.888413,233,11,0,Toys_&_kids,not_needed,0,0.5248636453406664,0
186,42,0,0.0,3951,2024-10-06 14:46:15.888569,554,57,3,fashion,size_issue,0,0.0,0
187,32,17,0.53125,967,2026-04-12 14:46:15.888704,1,45,3,beauty_&_self_care,damaged,0,0.27753471895007886,0
188,21,11,0.5238095238095238,4036,2025-03-23 14:46:15.888847,386,3,1,beauty_&_self_care,size_issue,1,0.1644216008458371,0
189,35,2,0.05714285714285714,3949,2025-02-25 14:46:15.888990,412,99,2,fitness_&_sports,size_issue,0,0.0,0
190,8,0,0.0,1148,2025-11-24 14:46:15.889125,140,46,2,electronics,damaged,0,0.0,0
191,5,0,0.0,3066,2025-04-30 14:46:15.889262,348,74,0,fashion,size_issue,0,0.0,0
192,116,115,0.9913793103448276,2125,2026-02-17 14:46:15.889399,55,80,2,fashion,wrong_item,0,0.4288970438216805,0
193,6,5,0.8333333333333334,1679,2024-12-12 14:46:15.889541,487,89,3,Toys_&_kids,wrong_item,0,0.5711739990781124,0
194,1,0,0.0,2651,2026-03-26 14:46:15.889718,18,59,0,beauty_&_self_care,damaged,0,0.21379160327128424,1
195,9,0,0.0,3339,2026-01-17 14:46:15.889899,86,9,1,electronics,damaged,0,0.0,0
196,57,0,0.0,3088,2026-03-29 14:46:15.890253,15,20,3,Toys_&_kids,wrong_item,0,0.2473568618622771,0
197,4,0,0.0,1256,2024-07-10 14:46:15.890573,642,13,0,fitness_&_sports,not_needed,0,0.0,0
198,38,0,0.0,806,2026-02-08 14:46:15.890788,64,88,4,electronics,damaged,0,0.3302493657469869,1
199,57,0,0.0,3236,2025-08-08 14:46:15.890978,248,60,1,beauty_&_self_care,not_needed,0,0.0,0
200,23,0,0.0,2249,2025-07-02 14:46:15.891248,285,64,1,fashion,size_issue,0,0.0,0
201,23,0,0.0,2841,2026-03-24 14:46:15.891536,20,9,2,home,wrong_item,0,0.29945118606293764,0
202,23,16,0.6956521739130435,1509,2025-02-10 14:46:15.891799,427,84,3,electronics,size_issue,0,0.5954968968422625,0
203,2,1,0.5,2334,2025-10-07 14:46:15.892027,188,98,3,electronics,wrong_item,0,0.0,0
204,100,99,0.99,4613,2026-02-03 14:46:15.892196,69,91,0,electronics,wrong_item,1,0.6381438298607824,1
205,24,2,0.08333333333333333,3102,2026-02-17 14:46:15.892356,55,26,1,home,size_issue,0,0.0,0
206,1,0,0.0,1989,2025-11-28 14:46:15.892563,136,3,2,Toys_&_kids,wrong_item,0,0.0,0
207,124,0,0.0,2039,2025-05-17 14:46:15.892708,331,27,1,home,wrong_item,0,0.0,0
208,2,0,0.0,2141,2026-04-04 14:46:15.892920,9,4,2,beauty_&_self_care,not_needed,0,0.3081587509971089,0
209,19,0,0.0,1559,2024-11-11 14:46:15.893204,518,87,1,Toys_&_kids,wrong_item,0,0.0,0
210,8,0,0.0,1486,2026-03-08 14:46:15.893354,36,84,2,fashion,not_needed,0,0.0,0
211,25,0,0.0,1140,2025-03-07 14:46:15.893494,402,14,2,home,damaged,0,0.0,0
212,11,0,0.0,2790,2025-04-30 14:46:15.893653,348,69,0,Toys_&_kids,wrong_item,0,0.0,0
213,10,0,0.0,1496,2025-05-30 14:46:15.893795,318,38,0,home,size_issue,0,0.0,0
214,71,0,0.0,1123,2025-05-14 14:46:15.893934,334,97,3,home,not_needed,0,0.0,0
215,1,0,0.0,1553,2025-10-30 14:46:15.894072,165,86,0,home,not_needed,0,0.0,0
216,49,0,0.0,2142,2026-04-07 14:46:15.894252,6,18,3,fitness_&_sports,size_issue,0,0.21930689403908818,0
217,18,15,0.8333333333333334,1309,2025-12-26 14:46:15.894405,108,58,0,beauty_&_self_care,wrong_item,0,0.5708684985575961,0
218,26,3,0.11538461538461539,1367,2024-06-13 14:46:15.894570,669,92,0,home,size_issue,0,0.0,0
219,32,0,0.0,775,2026-01-15 14:46:15.894707,88,32,4,fitness_&_sports,damaged,0,0.4819253638873185,0
220,63,0,0.0,1032,2025-08-01 14:46:15.894852,255,75,3,home,not_needed,0,0.0,0
221,88,0,0.0,1711,2025-10-18 14:46:15.894989,177,3,3,beauty_&_self_care,size_issue,0,0.0,0
222,31,0,0.0,2706,2023-10-24 14:46:15.895125,902,0,0,home,size_issue,0,0.1939283549361418,0
223,29,0,0.0,2004,2025-10-04 14:46:15.895284,191,55,0,fitness_&_sports,damaged,0,0.0,0
224,7,0,0.0,875,2026-04-01 14:46:15.895422,12,38,4,fashion,wrong_item,0,0.5644419689905178,0
225,51,0,0.0,1543,2025-08-28 14:46:15.895570,228,40,4,home,not_needed,0,0.4985633677998141,1
226,15,0,0.0,2753,2025-10-30 14:46:15.895713,165,60,4,electronics,damaged,0,0.44368584596374705,0
227,59,0,0.0,1009,2026-04-12 14:46:15.895856,1,86,0,beauty_&_self_care,not_needed,0,0.2513388456620092,0
228,32,0,0.0,2335,2026-03-14 14:46:15.895999,30,83,0,fitness_&_sports,damaged,0,0.0,0
229,27,0,0.0,1662,2025-09-15 14:46:15.896135,210,38,3,home,size_issue,0,0.0,0
230,22,0,0.0,773,2024-10-30 14:46:15.896272,530,80,0,electronics,wrong_item,0,0.0,0
231,3,0,0.0,1309,2025-08-10 14:46:15.896408,246,23,0,Toys_&_kids,size_issue,0,0.0,0
232,15,7,0.4666666666666667,5406,2026-03-19 14:46:15.896543,25,31,2,electronics,wrong_item,1,0.49770513013164036,1
233,1,1,1.0,907,2025-11-14 14:46:15.896691,150,27,4,beauty_&_self_care,damaged,0,0.936204602702714,1
234,31,0,0.0,3149,2025-06-13 14:46:15.896838,304,90,2,fitness_&_sports,size_issue,0,0.0,0
235,132,0,0.0,1000,2025-10-13 14:46:15.896975,182,68,2,home,wrong_item,0,0.0,0
236,7,0,0.0,1771,2024-02-23 14:46:15.897110,780,5,2,fashion,damaged,0,0.0,0
237,14,0,0.0,1002,2025-10-02 14:46:15.897262,193,72,0,fitness_&_sports,damaged,0,0.0,0
238,1,0,0.0,4299,2023-05-19 14:46:15.897398,1060,36,0,Toys_&_kids,damaged,1,0.2667299923875171,0
239,9,0,0.0,5517,2026-02-07 14:46:15.897542,65,20,3,home,wrong_item,1,0.20896553150903735,1
240,244,0,0.0,3135,2026-02-23 14:46:15.897685,49,50,4,fashion,wrong_item,0,0.34026242156448666,0
